sisters,11
brothers,11
long,11
day,7
today,8
intense,2
days,3
synod,81
tired,1
hope,27
tiredness,1
adversely,1
affect,1
tone,7
debate,45
encouraged,1
gracious,2
conversations,8
hours,2
change,16
response,4
begin,7
offering,2
apology,5
lot,5
apologies,1
simply,17
personal,5
hoping,3
concrete,5
proposals,7
implementing,3
previous,3
decisions,7
llf,23
give,7
list,4
excuses,1
offer,4
simple,5
heartfelt,2
lack,3
add,1
determined,1
ensure,4
july's,1
actions,2
hear,27
paperwork,3
intention,4
rowing,1
back,18
grass,3
desire,6
act,3
law,4
unity,25
church,76
friday,3
core,1
ordination,3
promises,2
sincere,2
aware,3
words,7
direct,5
impact,4
real,4
people's,2
lives,5
lgbtqi,2
people,58
spoken,2
pain,4
heard,19
expressed,4
part,11
causing,1
understanding,5
completely,1
feel,15
hollow,1
deliver,2
minor,2
house,25
bishops,37
hiding,1
things,14
answering,1
questions,3
implied,1
legal,9
advice,7
lost,4
due,2
apologised,1
bishop,46
misrepresentation,1
substance,1
theological,10
relevant,1
decision,3
included,1
papers,5
difficult,4
place,20
surprising,2
requests,2
drop,1
item,30
altogether,1
avoid,3
understand,5
motives,1
request,2
move,41
business,21
adjourn,3
good,30
range,3
views,11
proposed,5
ahead,6
formal,8
vote,50
clear,12
work,34
reconciliation,31
finding,3
forward,23
agree,24
word,9
committed,5
agreed,8
context,3
inappropriate,1
oppression,1
first-order,1
issue,13
disagree,22
heart,6
gospel,6
gift,2
anglicanism,3
midst,1
anxieties,1
sight,1
born,2
discord,1
grew,1
disputes,2
nature,5
eucharist,1
question,13
clergy,15
forced,3
liturgy,5
hooker,1
offered,4
comprehensive,2
vision,7
held,4
extremes,1
disagreements,2
greater,6
smaller,1
generations,1
learned,4
history,5
world,9
god,30
wider,5
missionary,3
afraid,3
negative,1
connotations,1
circles,1
parents,1
missionaries,3
grandparents,1
great-grandparents,1
great-great-grandparents,1
wife,1
served,3
west,1
belittle,1
importance,4
today's,1
discussions,4
matter,8
wrestling,1
conclusion,1
imperative,2
same-sex,5
marriage,7
decide,3
grows,1
shrinks,1
coming,7
years,19
age,2
moment,2
violence,3
threat,2
spreading,1
future,8
rests,1
willingness,1
reconciled,6
display,1
god's,6
plan,1
gather,2
christ,9
heaven,2
earth,2
appeal,1
corinthians,3
show,8
roadmap,1
illustration,1
commitments,16
form,11
basis,3
find,14
series,2
speeches,7
point,14
paper,15
focus,5
principle,5
free,2
alternative,2
love,26
minds,1
happen,9
suggesting,1
stands,2
chance,2
success,1
quote,3
mind,8
months,4
involve,2
intensive,3
diplomacy,3
staff,6
team,4
group,12
lay,5
return,2
absolutely,2
july,4
put,13
argument,1
proceed,5
agreements,1
swiftly,1
spent,2
conversation,3
recent,5
weeks,2
passionately,2
dare,2
suggest,7
parishes,4
fresh,1
expressions,1
chaplaincies,1
schools,1
reach,2
agreement,2
serving,2
nation,3
join,3
holds,1
ends,2
spectrum,3
communion,16
archbishop,5
called,15
presidential,1
address,1
variable,1
geometry,1
perfect,1
side,9
anglican,7
roots,5
radical,2
christian,5
inclusion,6
means,7
scripture,7
tradition,1
learning,4
beg,5
motion,38
open,8
minute,4
speech,12
limit,1
grawke,3
king,3
ago,6
infamous,1
note,5
precipitated,1
process,18
chair,16
calling,11
feels,6
groundhog,1
spoke,3
silent,1
middle,6
intervening,1
steadily,1
moved,2
direction,7
gathering,1
momentum,1
evangelicals,2
journeyed,1
inclusivity,1
advocates,1
churches,8
traditional,2
congregation,2
members,23
previously,1
engaged,1
realised,2
favour,23
blessing,3
sex,6
couples,3
anecdotally,1
pews,1
quiet,2
rejoicing,1
media,1
headlines,2
year,9
services,3
started,1
intentioned,1
informed,1
wardens,1
vacancies,1
sort,6
arrangements,1
told,6
stuck,2
reset,9
fruitless,1
arguments,3
bless,4
marriages,3
fruitful,2
reconcilers,1
oversee,1
advisors,2
remind,4
serve,1
support,18
travel,6
set,8
mandated,1
gay,3
small,4
minority,3
divert,1
differentiation,4
courageous,2
holding,2
differences,6
diocese,10
broad,3
integrity,4
prayers,9
faith,16
content,2
coexist,1
neighbours,1
sake,2
lead,1
modelling,1
hold,4
structural,17
messy,2
power,6
undoubtedly,1
responsibly,1
wisely,1
voted,7
vocal,1
orchestrate,2
separation,1
splitting,1
remain,7
christians,7
ways,5
rejoice,1
unites,1
divides,1
crying,1
heresy,1
threatening,1
action,2
humbly,1
honesty,5
transparency,11
breadth,3
grateful,9
undefended,1
manner,2
leading,5
helping,2
engage,2
differently,2
polarisation,1
rarely,1
productive,1
commit,3
discerning,1
radically,1
inclusive,6
bring,2
end,15
plotting,1
recognised,1
rosam,4
oxford,2
chairman,2
document,3
leaves,2
unclear,2
found,1
beginning,3
helpful,5
clarifying,1
reminding,1
outset,1
abstract,1
issues,17
annex,3
management,1
chart,1
relates,1
programme,2
governance,1
policy,1
development,3
advisory,1
pastoral,8
reassurance,3
consultation,1
identify,2
quarter,2
start,4
fourth,1
engagement,2
groups,4
order,17
commission,3
continually,1
making,4
demands,2
discipline,1
glimpsed,1
briefly,1
notice,2
mentions,1
budget,2
residential,2
meetings,5
stakeholders,2
mentioned,2
introduction,2
shared,4
sit,4
period,11
turning,1
meeting,3
giving,6
fellow,4
human,2
beings,1
laity,6
glad,2
usual,2
suspects,1
speak,24
suspect,2
diocesan,5
interdisciplinary,1
september,1
met,1
times,5
living,6
difference,10
sense,9
fed,1
hard,9
room,8
speaking,5
other's,1
presence,2
exempt,1
criticism,1
talk,7
ecclesiology,4
trustee,1
westcott,2
ministry,8
council,4
students,1
flagged,1
consist,1
role,4
brings,2
collective,1
inaction,1
present,6
continued,1
delays,1
damaging,2
ordinands,2
identified,1
reasons,3
fall,4
number,5
confidential,1
detail,2
covid,1
discernment,2
proceeding,1
votes,8
passed,1
leave,5
candidates,2
ordained,4
limbo,1
addition,2
moving,6
structured,1
abandon,2
invented,1
managed,2
rely,1
wisdom,1
ddos,1
position,6
depth,6
including,1
make,7
maiden,2
harwood,1
standing,15
rochester,1
parish,5
rural,1
homogenised,1
benefice,1
all-too-familiar,1
picture,1
part-time,1
priest,3
run,2
ragged,1
fact,8
works,2
full-time,1
unachievable,2
local,3
encompassing,1
traditions,3
fit,1
create,1
space,5
kindness,1
respect,2
asked,9
agenda,3
play,2
embarrassed,1
reply,1
positive,1
country,4
includes,4
licensed,1
minister,4
chaplain,1
married,1
partner,2
parishioners,3
organist,1
loved,1
valued,1
nephew,1
warden,1
everyday,5
lived,2
experience,4
respond,8
whilst,2
biblical,3
command,2
duty,1
rigour,1
written,2
hearts,4
unending,1
struggle,5
survive,1
financially,1
positivity,1
tumbles,1
doors,1
infused,1
villages,1
supported,2
survival,2
wondrous,1
efforts,1
imagine,3
tale,1
large,1
wealthy,1
well-resourced,1
neighbour,1
stopped,1
contributing,1
share,3
continue,16
taint,1
sadness,1
discuss,1
makes,5
weep,1
skint,2
character,3
post,1
office,1
drama,1
generous,2
kind,4
loving,4
voices,4
drowned,1
loud,2
shouty,1
constant,3
barrage,1
felt,5
oppressive,1
unkind,1
ordinary,2
body,2
connection,2
pass,2
round,1
collection,1
plate,1
carry,2
heavier,1
uphill,1
home,1
gave,3
voice,2
made,10
journey,4
applause,2
webley,2
white,3
woman,7
area,3
church's,3
life,12
co-convener,1
general,5
anti-racist,3
network,2
established,1
challenge,3
lord,1
boateng,1
alarmed,1
read,3
gs,7
communications,1
relating,1
sudden,2
references,1
gmh,7
explanation,1
strong,1
record,4
thanked,1
intervention,1
yesterday's,2
racial,3
justice,8
genuine,2
attempt,1
progress,1
plea,2
bravely,1
singling,1
case,4
unhelpful,1
arrived,1
deadline,1
consulted,1
criteria,1
privileged,1
input,1
suddenly,1
spotlighting,1
risks,3
creating,1
division,6
mistrust,1
opposite,3
requested,1
grouping,2
odds,2
approach,7
recognises,1
richness,1
diversity,5
thought,2
black,1
brown,1
racialised,1
indication,1
honour,1
stand,16
unchallenged,1
co-option,1
entire,3
grounds,1
protected,2
characteristic,2
relevance,1
march,3
reminded,2
colleagues,4
homogenous,2
perspective,1
friend,4
methodist,2
expanding,1
rapidly,1
sabbatical,1
visiting,1
remained,1
marry,2
highlighted,3
parts,1
debates,2
dangerous,1
visible,1
surely,4
vulnerable,1
rose,2
unequivocal,1
passionate,1
full,3
lgbtq,2
week,2
writes,3
tension,4
bit,6
nonetheless,1
quotes,1
tutu,1
much-loved,1
mourned,1
ally,1
true,4
exposes,2
awfulness,1
abuse,2
hurt,1
truth,5
evening,3
life-giving,1
fun,1
fringe,2
woolworth,1
yesterday,6
foretaste,1
heavenly,2
articulated,1
involved,2
delivering,2
regard,2
widest,1
care,2
sow,1
appleton,3
worsley,1
proudly,1
wear,1
cross,4
nails,2
christmas,1
morning,3
cathedral,2
story,2
shaped,1
community,4
organisations,2
daily,1
litany,1
marks,1
reconciling,3
entrusted,2
corinthian,1
challenged,1
deeply,3
divided,6
live,10
invites,1
similar,3
explore,9
deep,6
divisions,6
cost,1
cheap,1
option,2
fundamental,2
follower,1
requires,1
principles,3
founded,1
healing,6
wounds,5
celebrate,7
building,8
culture,4
peace,4
begins,1
recognising,1
hurts,1
harms,1
past,4
rebuilding,1
relationships,7
fractured,1
war,2
plastering,1
cracks,1
attention,6
needed,5
paid,1
time,16
recognise,2
damage,1
listening,3
another's,1
regret,1
sorrow,1
homophobia,1
harmed,1
rejection,2
family,6
earlier,1
language,3
ensuring,1
reality,7
heterosexual,2
learn,3
polarities,1
rich,2
finally,1
fully,1
offers,2
wait,5
impatience,1
fulfilment,1
seek,6
pledge,1
transformation,1
sister,2
partnership,1
secular,1
non-christian,1
faith-based,1
heals,1
generosity,1
opens,1
nurturing,1
builds,1
compassion,1
seeks,4
enables,1
humility,1
healthier,1
exeter,3
prefix,1
acknowledging,4
wretched,1
sinful,2
justified,1
blood,1
presentation,1
commitment,12
comments,1
historically,1
contemporary,1
illustrate,1
occasions,1
conflict,4
afflicts,1
discussing,1
reformation,2
faced,1
view,12
christianity,1
worldly,1
compromise,1
honest,15
burn,1
stake,1
era,1
emulate,1
draw,1
elizabethan,2
settlement,9
defined,1
genius,1
accept,8
sign,2
left,5
stayed,2
signed,1
high,2
churchmen,2
articles,2
low,1
assented,1
aspect,3
defining,1
urge,7
member,2
prayer,4
book,1
society,2
common,2
worship,7
personally,5
detest,1
song,2
reverend,2
objection,1
flaws,1
pushed,1
breaking,3
guiding,1
accepted,2
plf,3
push,3
pushing,3
effect,1
ending,1
multiple,1
institution,1
half,4
chamber,7
walk,7
anglicans,1
watching,2
admire,1
break,1
dozen,1
main,3
amendments,6
call,15
joy,2
wadsley,2
amendment,74
wanted,1
minutes,28
indulgent,1
afternoon,1
taking,3
welcoming,3
carried,11
noting,1
tilly,1
sitcom,1
bear,2
emphasis,3
bridge,5
renewed,1
trust,5
divide,1
listen,3
pursuit,1
acknowledgement,1
difficulties,2
implementation,3
areas,1
enable,2
experimental,1
standalone,2
ten,1
draft,2
refined,1
wording,2
negotiated,1
represent,1
unwelcome,2
slowing,1
happened,1
reflections,1
devote,2
grapple,1
bible,4
holy,4
shocked,1
saddened,1
mention,2
civil,2
courts,1
settle,1
surprised,1
ministers,3
enter,1
immediately,1
acknowledged,1
postcode,3
lottery,3
primary,5
witness,3
news,3
death,5
resurrection,1
greatest,1
believing,1
eternal,1
pleased,2
pay,3
respectfully,1
unifying,1
bearing,1
accepts,1
supports,4
shui,1
greatly,1
minded,2
expecting,1
dance,1
focused,2
accepting,1
lapse,5
places,4
invite,1
continues,3
recorded,8
notices,1
person,4
madam,2
oates,1
caught,1
miserable,1
exhausting,2
cycle,3
wanting,1
undermine,1
perpetuating,1
entrenching,1
addressing,1
disagreeing,2
severely,1
skeptical,1
settlements,1
argue,1
neglect,1
consideration,1
beliefs,3
convictions,5
underpin,1
congregations,3
anxious,1
disorientated,1
walking,5
levels,1
thin,1
legally,2
procedurally,1
hit,1
brick,1
wall,1
crushing,1
unwaveringly,1
tethered,1
understood,1
teaching,2
shape,2
inherited,1
task,1
subject,1
worth,1
fighting,1
suffering,2
wrestle,1
depths,2
disagreement,6
robust,1
conclusions,1
practices,1
mission,2
pragmatic,3
believes,1
current,6
historical,1
teachings,1
feeling,4
clutching,1
straws,1
slowly,2
sidelined,1
struggling,1
anymore,1
compelled,1
resist,7
abstain,1
pray,1
angry,10
stories,1
religious,4
leaders,1
stop,6
man,5
shriveled,1
hand,3
scriptures,1
excluded,1
disabled,1
approaching,1
altar,1
sabbath,1
healed,1
rules,1
disciples,2
prevent,1
children,1
grown,2
turns,1
tables,1
wit,1
quoted,1
temple,1
nations,2
turned,3
hideout,1
thieves,1
money,1
changers,1
shop,1
court,2
gentiles,1
market,1
establishment,1
teachers,2
reason,4
keeping,1
warning,1
cake,2
specifically,2
wedding,1
champagne,2
friends,5
importantly,1
bread,2
water,2
reluctantly,1
hungrily,1
outer,1
closest,1
snatched,1
deferred,1
sick,2
despondent,1
uncertain,2
loves,3
blessed,1
test,4
sufficiently,4
debated,5
closure,12
green,7
text,6
online,9
shaw,2
york,5
developing,1
theme,1
sessions,2
build,1
united,6
takes,2
episcopalian,1
rutledge,1
perceptively,1
uncommon,1
talking,3
easier,1
smooth,2
smoothing,1
exist,2
sexual,2
identity,2
sexuality,7
attempts,1
great,3
painful,3
implicitly,1
explicitly,1
matters,4
doctrine,7
structures,11
perspectives,3
follow,2
ordinance,2
priests,2
continuing,1
partners,3
staying,1
encourage,4
face,2
conscience,6
stay,6
imaginative,3
highlight,1
enjoy,1
intentions,1
level,8
fear,4
enshrining,1
counsel,1
despair,2
kenson,4
co-operative,1
phrase,3
suggests,1
judge,2
apportion,1
reconciles,1
opposition,1
whatsoever,2
hegel,1
validity,1
judgment,2
measured,3
legality,1
meet,1
vain,1
affirms,3
divine,1
experienced,1
certainty,2
actualised,1
mutual,1
recognition,1
lgbtqia,1
front,1
straight,2
overcome,2
ideas,2
ultimate,1
chasm,2
bridged,1
son,1
died,1
resurrected,1
longer,2
differentiate,1
orthodox,2
acquiescing,1
necessity,1
affirmation,1
forgiving,1
fulfills,1
intrinsic,1
claim,3
re-accepted,1
belongs,1
achieved,1
dialectical,1
trinity,1
conducive,1
universities,1
teis,1
ongoing,1
depressing,1
helpfully,1
terrain,1
partly,1
lit,1
evident,1
type,1
contributes,1
mapping,1
understatement,1
shed,2
light,4
largely,1
dark,1
bumping,1
hurting,3
states,1
eager,1
motivated,2
deep-rooted,2
non-negotiable,2
equality,1
opposed,2
equally,1
apostolic,3
names,2
honours,1
helps,3
troubling,1
disconnect,1
dear,1
single,5
proposal,4
strategy,1
consistently,1
presupposes,1
ultimately,1
adiaphora,1
maps,2
theologically,2
assumed,1
asserted,1
automatically,1
disputed,1
necessarily,1
disputable,1
discover,2
governing,1
paradigm,1
gifts,1
lands,1
tolerable,1
intrinsically,1
obscures,1
occludes,1
advance,1
faithfulness,1
open-minded,1
danger,2
perceived,1
failure,1
misuse,1
acts,1
subtly,1
marginalise,1
delegitimise,1
dispel,1
unhappy,1
perception,1
sheds,1
path,3
complete,2
persuade,1
assent,2
ayes,1
extend,1
sitting,1
lots,1
speakers,5
gentleman,4
blue,1
shirt,3
facing,1
directly,1
wilcox,1
bringing,1
farmer,1
farm,1
vitally,1
important,5
agricultural,1
parables,1
parable,5
wheat,3
tares,4
strikes,2
thinks,4
message,4
promote,1
critical,2
illusion,1
equivalent,1
grow,4
returns,1
acknowledge,2
existence,2
image,1
bad,2
trees,5
fruit,6
results,1
root,3
tree,3
spending,1
spend,2
argued,1
discussed,1
guidance,4
underlying,1
positions,4
assess,2
discussion,2
wrong,3
upholding,1
vocational,1
pathways,1
supporting,2
financial,1
enabling,1
significantly,2
amended,1
oppose,3
dwell,2
images,1
fruits,1
properly,3
graeme,1
kirkspriggs,1
norwich,1
incredibly,1
report,5
mine,1
alarms,1
section,1
page,1
recognize,1
ordain,2
license,3
allowed,2
freedom,3
relation,1
prejudice,2
un-anglican,1
presents,1
disturbing,2
mindset,1
episcopal,1
race,2
gender,2
disability,1
women,4
episcopacy,1
refuse,1
conservative,6
reverse,1
inclusively,1
equal,1
creates,2
official,1
condoned,1
swathe,1
reject,4
apply,1
choice,2
purple,1
mitre,1
factionalism,1
choose,6
fairness,1
red,2
lady,2
short,2
mixture,1
theology,9
pragmatism,2
modern,1
liberal,3
advantage,1
degree,5
flex,1
remember,2
ddo,1
saxby,1
remembers,1
thing,6
liberality,2
providing,1
justify,1
dealing,1
laid,1
commands,2
keener,1
demonstrate,1
fail,1
aspiration,1
avail,1
solution,1
accommodate,1
flexibility,2
conservatism,1
gorman,2
unable,1
shows,1
concept,1
woe,1
neurodivergent,1
disabilities,1
victims,1
survivors,1
phenomenon,1
proof,1
regular,1
stood,1
waiting,2
sorted,1
experimented,1
joyous,1
uplifting,1
stunking,1
platform,4
non-anxiously,1
ticks,2
counted,19
houses,13
bell,6
rung,3
ring,3
ceases,3
voting,20
handsets,3
press,9
abstention,6
participating,3
remotely,3
register,3
buttons,3
screen,3
seconds,3
ended,5
abstentions,7
convenient,1
tomorrow,1
ladies,1
gentlemen,1
senate,2
letters,2
invited,2
reception,1
library,2
carlisle,1
late,1
participate,1
kindly,1
putting,1
slave,2
looked,2
interested,1
noticed,1
chocolate,1
fairy,1
paterson,3
amendment's,1
intent,1
openness,8
happy,1
uphold,1
historic,1
broken,1
regain,1
prerequisite,1
resolving,1
impasse,1
realistic,1
appraisal,1
knew,1
seeking,3
receiving,1
habitual,1
application,1
procedural,3
devices,1
defeat,1
highly,1
synodical,1
majority,6
introduce,1
permanent,1
blessings,1
reached,1
lifetime,3
illustrates,1
labyrinth,1
routes,1
attendant,1
sadly,2
messed,1
saturday,1
hosted,1
sheppard,2
misunderstanding,2
so-called,1
line,1
vice,1
versa,1
impression,1
apparently,1
honoured,1
commandments,2
sought,1
desired,1
destinations,3
resolution,1
acceptance,1
outcome,1
achievement,1
depends,1
future-proofed,1
secure,2
sufficient,1
alongside,2
detailed,2
rebuild,1
subsequent,1
microphones,1
podium,1
microphone,1
synods,3
assuming,1
slight,1
slip,1
tongue,1
assure,1
attempting,1
rewrite,1
illustrative,1
reinforcing,1
refer,1
suppose,2
worked,1
carefully,1
maximum,1
complexities,1
fair,1
superb,1
job,2
demand,1
piece,1
public,1
impossible,2
method,1
doan,1
struck,1
silence,2
confession,1
impatient,1
retrieved,1
road,4
november,1
lorry,1
fast,1
began,1
deepened,1
changed,2
mutually,1
exclusive,1
knowledge,3
aligned,1
blind,1
right-hand,1
brain,1
left-hand,1
science,2
phase,1
chemical,1
engineer,1
reader,1
omnipresent,1
discloses,1
ignore,1
gaps,1
trade,1
verses,1
verse,1
hereford,1
observed,1
pattersons,1
related,1
tend,1
seldom,1
coincide,1
slightly,1
endorse,2
gosh,1
standards,1
undergone,1
labyrinthine,1
extreme,1
layers,2
amending,1
clearer,1
expect,1
key,1
parties,2
rooms,1
commented,1
unexpected,1
changing,1
hiddenness,1
hypocrisy,1
harm,1
closet,1
stepped,1
thankful,1
plead,1
honestly,1
truthfully,1
stage,1
harder,2
scrine,3
aspirations,1
row,1
dead,4
condemned,1
proposing,1
based,2
publishing,1
material,1
annexes,1
urgently,1
delay,1
structure,4
dilute,1
removes,1
possibility,1
asks,2
provisions,1
refinement,1
night,2
suggestion,1
destroy,1
accusation,1
fault,1
explain,1
maintain,1
options,1
produced,1
recently,1
remove,1
provision,11
october,2
realism,1
precise,1
essence,1
sunday's,1
like-minded,1
competence,1
limited,1
devolved,1
transparent,1
examine,2
save,2
split,2
route,2
stated,1
publicly,1
charged,2
sympathetic,2
similarly,1
minimum,3
committing,2
resisting,1
kenner,4
ascertain,1
behave,1
frivolity,1
technical,1
problems,1
zoom,2
excellent,1
sunday,2
partaking,1
eye,1
league,1
cup,1
final,5
lifelong,1
fan,3
teams,1
bases,1
rivals,1
rivalry,1
sport,1
football,1
tribal,1
unattractive,1
fans,1
tribe,1
defended,1
lens,1
godly,1
slipping,1
thinking,2
influences,1
spirit,2
reveal,1
father,1
brother,1
mother,1
neighbor,2
define,1
samaritan,1
tells,1
neighbors,2
lovingly,3
profoundly,1
square,1
circle,1
trials,1
big,1
achieve,1
honors,1
closely,1
favor,1
baring,1
souls,1
sharing,1
revisionist,1
directions,1
passing,1
failing,1
stripes,1
openly,1
declare,1
shepherds,1
overseers,1
utterly,1
traveling,1
obtain,1
sides,3
scrap,1
inch,1
amid,1
empty,1
flourish,2
rehashed,1
reopened,1
costs,1
exhausted,1
tears,1
prioritizing,1
sincerely,2
teaches,1
implore,1
solutions,1
yeah,1
promotes,1
carve,1
silos,1
blamed,1
spelt,1
cec,1
website,1
securing,1
evangelical,2
echoing,1
obliged,1
oversight,1
express,1
preaching,1
false,1
schism,1
pension,1
fund,1
flies,1
synod's,1
approval,1
concerns,1
differing,1
fundamentally,2
justification,1
remarriage,1
divorcees,1
objections,1
pcc,1
idea,1
easily,1
camps,1
reflect,2
attended,1
affirming,1
powerfully,1
outlined,1
cofe,1
vast,1
february,2
healthy,1
constructive,2
undo,1
pccs,1
diverse,1
remaining,1
joining,1
witnessing,1
export,1
strongest,1
terms,2
guildford,3
screen's,1
drawing,1
answer,1
reveals,1
virtually,1
unanimous,1
additional,2
allude,1
precisely,1
referred,2
understandable,1
concern,1
enjoying,2
invaluable,1
magnificent,1
contribution,2
rightly,1
wrongly,1
proving,1
resolve,1
adjective,2
sentence,1
prefer,1
replace,2
proportionate,3
uc,1
guess,1
table,1
suite,1
opt-in,1
opt-out,1
system,1
treated,1
fairly,3
unwittingly,1
shut,1
adjectives,1
serra,1
brought,1
model,1
criticised,1
attractive,1
intend,1
ditch,2
blame,2
ecclesially,1
roughly,1
speed,1
frog,2
shots,1
negotiate,1
two-thirds,1
majorities,1
canon,1
b2,1
subscribe,1
lawyers,1
alarming,1
implications,1
absence,1
envisaged,1
consequences,1
disastrous,1
predictable,1
manifestations,1
include,1
desertion,1
ablest,1
troops,1
recruitment,1
crisis,1
increasing,1
demoralisation,1
indiscipline,1
ranks,1
ever-widening,1
comrades,1
drive,1
doctrinal,1
salvation,1
wondering,1
purity,1
code,1
boundary,1
marker,1
poverty,1
environment,1
generate,1
heat,1
original,8
sin,7
augustinian,1
bound,1
eve's,1
narrative,1
shame,1
intimately,1
wrote,1
sexually,1
transmitted,1
guilt,1
primal,1
guilty,1
pair,1
abandoned,1
cast,2
tear,1
eating,1
evil,3
funny,1
millennia,1
elevates,1
status,1
gods,1
mastery,1
mere,1
mortals,1
eat,1
die,1
brueggemann,1
dies,1
reflection,1
troubled,1
anxiety-ridden,1
problem,1
devising,1
mechanisms,1
scapegoating,1
conveniently,1
project,1
corruptness,1
banish,1
structurally,1
differentiated,1
desert,1
condemn,1
scapegoat,1
shaming,1
cling,1
redemptive,1
instinct,1
rudely,1
interrupted,1
significant,2
warn,2
...,1
threlfall,1
propose,1
reconsider,2
substantially,2
permission,2
committee,3
consent,2
intended,1
partisan,1
wide,1
coffee,1
uncomfortable,1
scrone,1
blank,1
check,1
till,1
reflected,1
assurance,1
opening,2
remarks,2
presume,1
predict,1
delighted,1
opportunity,2
contingency,1
food,1
insecurity,1
hour,1
rehearsing,1
well-worn,1
format,2
considered,1
hearing,1
basically,1
conscious,1
considerably,1
weekend,1
copious,1
notes,1
behalf,1
working,4
forget,1
hugely,1
hamley,1
advisor,1
leaving,1
challenges,1
college,1
central,1
secretariat,1
raised,1
numbers,1
widely,1
sorts,1
steps,1
top,1
priority,1
sits,1
exploration,1
comment,1
situation,1
potentially,1
buggs,2
durham,1
experiences,1
movements,1
aggressive,1
blocking,1
kicking,1
moments,1
careful,2
risk,3
hears,1
appreciative,1
misunderstood,1
rejecting,1
appendix,2
map,3
triggered,1
talked,1
gs2055,1
wonderful,1
movement,1
roads,1
silences,1
corns,1
honouring,1
effort,1
introducing,1
covered,2
ground,1
head,1
ideal,1
corns's,1
close,1
length,1
discretion,1
adequately,1
remainder,1
avoidance,1
doubt,1
receive,1